code,product_name,ingredients_text,allergens,allergens_en,additives_en,confirmed_allergens,potential_allergens,evidence_level,evidence_text,is_food,review_status
00001238,Spaghetti in Käse-Sahne-Sauce,"Hvetemel, smør (fløte (melk), melkesyrebakterier), fyll (sukker, vegetabilsk olje og fett (raps, shea, kokos), hasselnøtt, fettredusert kakaopulver, skummet melk, vegetabilsk emulgator (soyalecitin), aroma (vanilin)), vann, gjær sukker, dekor (kakaomasse, sukker, kakaosmør, melkefett, vegetabilsk emulgator (E 322 (soyalecitin)) egg, salt, hvetegluten, enzym, melbehandlingsmiddel (E 300).",,,"E300 - Ascorbic acid,E322 - Lecithins",,,,,,PENDING
00001240,Coop Croissant med Sjokolade 85g,"Hvetemel, smør (fløte (melk), melkesyrebakterier), fyll (sukker, vegetabilsk olje og fett (raps, shea, kokos), hasselnøtt, fettredusert kakaopulver, skummet melk, vegetabilsk emulgator (soyalecitin), aroma (vanilin)), vann, gjær sukker, dekor (kakaomasse, sukker, kakaosmør, melkefett, vegetabilsk emulgator (E 322 (soyalecitin)) egg, salt, hvetegluten, enzym, melbehandlingsmiddel (E 300)",,,"E300 - Ascorbic acid,E322 - Lecithins",,,,,,PENDING
00001249,Croissant Naturel 60g,"Hvetemel, smør (fløte (melk), melkesyrebakterier), vann, sukker, gjær, salt, egg, hvetegluten, enzym, melbehandlingsmiddel (E 300).",en:eggs,,E300 - Ascorbic acid,,,,,,PENDING
00001253,Coop Smultringer 43g,"Hvetemel, sukker, egg, vann, fløte, vegetabilsk olje (soyaolje, palmeolje, kokosolje, palmestearin, rapsolje),  mysepulver, syrnet kjernemelkpulver, skummet tørrmelk, yoghurtaroma, melkesyrepulver, konserveringsmiddel (E 1520, E 281), bakepulver, hornsalt, kardemomme, aroma, emulgator (E 471), surhetsregulerende middel (E 331).",,,"E1520 - Propylene Glycol,E281 - Sodium propionate,E331 - Sodium citrates,E471 - Mono- and diglycerides of fatty acids",,,,,,PENDING
0000137007224,Croissant pure beurre X2,"Farine de BLE, eau, beurre (LAIT) 22%, sucre, levure, gluten de BLE, sel, œuf, agent de traitement de la farine: acide ascorbique, enzymes, poudre de crème (LAIT), levain d'EPEAUTRE, farine de BLE malté, malt d ORGE.",en:milk,,E300 - Ascorbic acid,,,,,,PENDING
0000138009470,,"SERVINGS For best before date: see side of pack. Store in a cool, dry place away from strong light. To retain freshness once opened, reseal bag with clip. Once opened use within 3 days. For best quality, freeze as soon as possible after purchase and always within the best before date Once frozen consume within 1 month. Once defrosted use the same day Great to know Nutrition Typical values per 100g per roll Energy k Energy kcal 8 Butter brioche rolls Fat of which - saturates Fibre Protein Salt 1527 363 12.1g 5.19 2.0g 55.0g mono-unsaturates 5.0g - polyunsaturates Carbohydrate of which - sugars - starch 13.5g 41.6g 534 127 4.29 1.8q 1.8q 0.7g 19.3g 4.79 14.6g % adult RI per roll 0.79 6% 6% 9% 7% 5% adult RI 8400 2000 70g 5% 5% 1.9g 7.6g 2.7g 0.85g 0.30g RI-Reference Intakes of an average adult (8400kJ/2000kcal) 20g 260g Our ingredients Wheat Flour, Water, Pasteurised Barn Egg, Sugar, Concentrated Butter (Cows' Milk) (4.5%), Rapeseed Oil, Skimmed Cows' Milk Powder, Emulsifier: Mono - and Diglycerides of Fatty Acids; Yeast, Salt, Flavouring, Colour: Carotenes; Acerola Extract. 90g 50g 6g containing gluten, see ingredients in bold. Also, not suitable for customers with an allergy to nuts or rye due to manufacturing methods. 280 Great for all c rings and Don't yde RECYCLE WITH LARGE SUPERMARKE We're sure Try me! this produc don't, simp for a full ref Or, call our careline 0900 638 Your statutory rights are not Packed in France for Sainsbur Supermarkets Ltd, London, E and Sainsbury's Supermarken Upper Galwally, Belfast, BTS Want to find out sainsburys.com",,,"E160a - Carotene,E471 - Mono- and diglycerides of fatty acids",,,,,,PENDING
00001427,Raisin Walnut Apple Bar,"Nutrition Facts 8 servings per container serving size 1 bar (71g) unt per serving lories 200 % Daily Value* 25g 3% ed Fat 0g 0% 0g 1 0mg 0% 5% drate 35g 13% 5g 18% 6g ag Added Sugars 0%  UNBLEACHED HIGH GLUTEN ENRICHED FLOUR (WHEAT FLOUR, MALTED BARLEY FLOUR, NIACIN, REDUCED IRON, THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID), WATER, RAISINS, WHEAT BRAN, VITAL WHEAT GLUTEN, WHOLE WHEAT FLOUR, WALNUTS, DRIED APPLES, DATE PASTE, HONEY, YEAST, CINNAMON, SALT, GUAR GUM, MONOCALCIUM PHOSPHATE CONTAINS WHEAT, WALNUT MAY CONTAIN EGG, SOY, SESAME DIST ,  SOLD EXCLUSIVELY BY: TRADER JOE'S, MONROVIA, CA 91016 0% 4% 15% 2% ng lue (DV) tells you how much a nutrient at food contributes to a daily diet 2,000 day is used for general nutrition advice SKU# 000142 '0000&quot;1427 TRADEX JOES Raisin Matest hate",,,E412 - Guar gum,,,,,,PENDING
0000166654555,skillet,"red skin potatoes, apples (apples, contains 2% or less of: water, ascorbic acid, citric ack, salt), water, honey granola (whole grain oats, brown sugar, soybean oil, honey, natural flavors), scrambled eggs (whole eggs, nonfat milk, skim milk, soybean oil, corn starch, food starch modified, sat, xanthan gum, citric acid, butter flavoring (maltodextrin, natural butter flavor, annatto, turmeric (color), white pepper), taco filling (beef, water, textured vegetable protein (soy flour, caramel color], seasoning (spices, salt, dehydrated onions, sugar, dried vinegar, flavoring], textured soy protein concentrate), cheddar cheese (pasteurized milk, cheese cultures, salt, enzymes, color added (annatto), natamycin (a natural mold inhibitor]), tomatoes (tomatoes, citric acid), dried cranberries (cranberries, sucrose, sunflower oil), applesauce (apples, water, cultured sugar), contains 2% or less of: brown sugar, lemon juice (filtered water, lemon juice concentrate, sodium bisulfite (preservative]. sodium benzoate (preservative], lemon oil), chicken broth (water, chicken base [roasted chicken, sugar, chicken fat, tapioca dextrin, hydrolyzed corn protein, onion powder, potassium chloride, yeast extract, garlic powder, maltodextrin, disodium inosinate, disodium guanylate, salt, turmeric {color}, natural flavors, lactic acid, calcium lactate]), canola oil, maltodextrin, food starch-modified, nutrient blend (magnesium citrate, calcium citrate, maltodextrin, ascorbic acid [vitamin c], contains 1% or less of ferrous fumarate, zinc oxide, pyridoxine hci [vitamin b6], thiamine mononitrate [vitamin b1]), tomato paste (tomato, citric acid), cultured dextrose, chili powder (spices, salt, garlic powder), dehydrated garlic, lime juice powder (ip maltodextrin, lime juice solids), cinnamon, xanthan gum, guar gum, cumin, iodized saft, dehydrated onion, nutmeg, jalapeno pepper. contains: soy, milk, egg. total fat 11 g saturated fat trans fat 0 cholesterol 4 sodium 280 total carboh dietary fibe total sugar includes 11 protein 11 vitamin d o",,,"E1400 - Dextrin,E150c - Ammonia caramel,E160b - Annatto,E211 - Sodium benzoate,E222 - Sodium bisulphite,E235 - Natamycin,E270 - Lactic acid,E327 - Calcium lactate,E330 - Citric acid,E412 - Guar gum,E415 - Xanthan gum,E627 - Disodium guanylate,E631 - Disodium inosinate",,,,,,PENDING
00001802,petit dej Chococroustill,"céréales 52,7%(farine de blé 41,4%, flocons d'avoine 4,5%, farine d'orge 2,2%, farine de seigle 2%,farine d'epautre 1,3%,son de blé)sucre, matière grasse composé (huile de colza, beurre concentré), pépites de chocolat noir 10%,(sucre, pâte et beurre de cacao,cacao maigre en poudre, émulsifiant : lécithine (tournesol), arôme,œuf frais, beurre pâtissier billes de céréales biscuité 5%(farine de blé, sucre, malt de blé, amidon de blé, poudre à lever: carbonates de sodium, sel, beurre de cacao, arôme naturel de vanille),lait écrémé en poudre,farine de sarrasin 1,3%, poudre à lever : carbonates d'ammonium, carbonates de sodium,diphosphate(blé),malt d'orge, arôme,,sel, émulsifiant : lécithine de soja.",,,"E322 - Lecithins,E322i - Lecithin,E450 - Diphosphates,E500 - Sodium carbonates,E503 - Ammonium carbonates",,,,,,PENDING
0000182602460,Isabar,"Mezcla de proteína (proteína de suero aislada, concentrado de proteína de suero de leche, caseínato de calcio, caseína, suero), azúcar, jarabe de arroz, fructosa, cacao (procesado con ácali), aceite de girasol de altamente oleico, harina de arroz. aceite de semilla de palma fraccionado,5 jarabe de maltitol. ao, almidón de tapioca, fibra de raíz de achicoria, sabores m» (chocolate, vainilla y extracto de vainilla), maltodextrina, cacao sr1— azúcar, cacao, lecitina de soya, glicerina, leche sin grasa, mezcla exclusiva (polvo de raíz de astrágalo, extracto de fruto de acai.  y extracto de bayas de goji), carbonato de calcio, sal, grasa de mantequilla, carragenano, tocoferoles (para proteger el sabor)  Contiene arroz, leche y soya, si es alérgico no consumir. Producido en equipo que también procesa cacahuates, nueces, huevos, trigo,  avena, cebada y sésamo.","en:eggs,en:gluten,en:milk,en:nuts,en:soybeans,es:Arroz",,"E307 - Alpha-tocopherol,E322 - Lecithins,E322i - Lecithin,E407 - Carrageenan,E422 - Glycerol",,,,,,PENDING
00002155,Madeleines Bijou,"Farine de_blé_, chocolat au_lait_18% (sucre, beurre de cacao, poudre de_lait_entier, pâte de cacao, émulsifiant : lécithines (_soja_), arômes), huile de colza, _œufs_ frais 14%, sucre, poudre de _noisette_6%, sirop de glucose-fructose, stabilisant : glycérol, poudres à lever : carbonates d'ammonium - carbonates de sodium - diphosphates (_blé_), arôme, émulsifiants : mono et diglycérides d'acides gras, sel,_lait_écrémé en poudre.","en:eggs,en:gluten,en:milk,en:nuts,en:soybeans",,"E322 - Lecithins,E422 - Glycerol,E450 - Diphosphates,E471 - Mono- and diglycerides of fatty acids,E500 - Sodium carbonates,E503 - Ammonium carbonates",,,,,,PENDING
0000221608851,Mr Kipling 6 chocolate and caramel Bakewell tarts,"Wheat Flour, Sugar, Vegetable Oils, Glucose Syrup, Caramel Sauce 9% (Glucose Syrup, Sweetened Condensed Milk (Milk, Sugar), Water, Humectant (Vegetable Glycerine), Unsalted Butter (Milk), Sugar, Dextrose, Fructose, Gelling Agent (Pectin), Salt, Acidity Regulator (Sodium Citrates), Flavouring), Water, Icing Sugar, Cacao Nibs 1%, Humectant (Vegetable Glycerine), Ground Rice, Whey Powder (Milk), Skimmed Milk Powder, Fat Reduced Cocoa Powder 0.6%, Dried Egg White, Barley Malt Extract, Salt, Dextrose, Emulsifiers (Sorbitan Monostearate, Polysorbate 60), Raising Agents (Disodium Diphosphate, Sodium Bicarbonate), Preservatives (Potassium Sorbate, Sulphur Dioxide (Sulphites)), Flavouring (Sulphites). CONTAINS: WHEAT, GLUTEN, MILK, EGG, SULPHITES. MAY CONTAIN TREE NUTS. N N N M W B CO C 0 Be Fo Ca C AL ap Pr D&D W","en:milk,en:sulphur-dioxide-and-sulphites",,"E202 - Potassium sorbate,E220 - Sulphur dioxide,E331 - Sodium citrates,E422 - Glycerol,E435 - Polyoxyethylene sorbitan monostearate,E440 - Pectins,E450 - Diphosphates,E450i - Disodium diphosphate,E491 - Sorbitan monostearate,E500 - Sodium carbonates,E500ii - Sodium hydrogen carbonate",,,,,,PENDING
00002229,Phat Crumbs,"almond flour, egg whites, soluble tapioca fiber, salt, black pepper, rosemary, garlic, onion, xanthan gum, rosemary extract",,,"E392 - Extracts of rosemary,E415 - Xanthan gum",,,,,,PENDING
0000242305404,Teig-Mix Pfannkuchen,"ort kopfüber ca. 1 Min. kräftig teln, etl. die Flasche am enboden zusammendrücken, so dass er Teig-Mix vom Boden löst. Den en Teig ca. 2-3 Min. stehen lassen. Pfannkuchen 1/2 TL Margarine in beschichteten Pfanne erhitzen. ochmals kurz schütteln und nsweise in die Pfanne gießen. kuchen bei mittlerer Hitze von n Seiten goldgelb backen. ubereiteten Teig umgehend auchen. ärme schützen und trocken lagern. Track, Süße Trockenfertiggerichte, ,Deutschland, MAT bis KW26/2021. : WEIZENMEHL Glukosesirup, EIPULVER, EIGELBPULVER, Fruktose, jodiertes Speisesalź Kann andere glutenhaltige g pro Portion %* pro (ca. 120 g) Portion 10 % 823 kJ 205 kcal 3,6 g 5 % 1,4g 9 6,1 g 1,49 7,1g 0,52 9 7% Getreide, Milch, Soja 36 14 und Nüsse enthalten. 14 % 9 % 9 inen durchschnittlichen kcal) S Pfannkuchen). 198ge eckel entsorgen. schland","en:eggs,en:gluten,en:milk",,,,,,,,PENDING
00002601,Proteinbar with lemon flavour,"concentré de protéines de lait (caséine de calcium (contient du lait), protéines de lactosérum, caséine de sodium (contient du lait), protéines de lait), sirop de glucose, enrobage au chocolat au lait (17%) (sucre, poudre de lait, beurre de cacao, pâte de cacao, émulsifiant (lécithine de soja), arôme), sirop de fructose, huile de palme, gélatine, dextrose, arômes, correcteur d'acidité (acide citrique), blanc d'oeuf déshydraté, DL-alpha-tocophérol, nicotinamide, D-pantothénate de calcium, chlorhydrate de thiamine, chlorhydrate de pyridoxine, riboflavine, cyanocobalamine.","en:eggs,en:milk,en:soybeans",,"E322 - Lecithins,E322i - Lecithin,E330 - Citric acid,E428 - Gelatine",,,,,,PENDING
0000260814065,Gluten free multigrain bread,"WATER, STARCH AND FLOUR BLEND (MODIFIED TAPIOCA STARCH, BROWN RICE FLOUR, RICE STARCH, MODIFIED CELLULOSE, GUAR GUM), CANE SUGAR, WHOLE GRAIN SORGHUM FLOUR, FLOUR BLEND (WHOLE GRAIN SORGHUM FLOUR, AMARANTH FLOUR, MILLET FLOUR, TEFF FLOUR), YEAST, CANOLA OIL, DRIED EGG WHITES, CONTAINS 2% OR LESS OF WHOLE GRAIN ROLLED OATS, MILLET FLOUR, PSYLLIUM HUSK POWDER SPROUTED FLOUR BLEND (MILLET FLOUR, BROWN RICE FLOUR, AMARANTH FLOUR, OAT FLOUR), SALT, INVERT SUGAR SYRUP, MOLASSES, CULTURED BROWN RICE (TO PRESERVE), BROWN RICE.",en:eggs,,"E412 - Guar gum,E460 - Cellulose",,,,,,PENDING
00000026,The Smartest Cookie,"beef, seasoning (sugar, garlic, onion, salt, spices), soy sauce (water, wheat, soybeans, salt), water, liquid smoke, sodium nitrite",,,E250 - Sodium nitrite,,,,,,PENDING
00000050,Thermo complete,"tions melles microcristalline), extrait de thé vert (Camellia sinensis), amidon de mais, rinés % VNR* extrait de cacao (Theobroma cacao), ng.... 50 % extrait de yerba maté (llex paraguariensis), poudre de caféine, poudre de cannelle Bmng Cinnamomum verum), anti-agglomérants ng (dioxyde de silicium, acides gras, mg carboxyméthylcellulose de sodium, sels ing ing de magnésium d'acides gras), poudre ng de céleri (Apium graveolens), poudre ing de persil (Petroselinum crispum), acide L-ascorbique, poudre de luzerne (Medicago sativa), poudre de fenouil (Foeniculum vulgare), enrobage du comprimé lagent d'enrobage (carboxyméthylcellulose de sodium), dextrine, dextrose, émulsifiant ing Amg 2mg ste derencelécithine de soja)l, poudre de réglisse te dage (Glycyrrhiza glabra). Conseil : pour les relulose AFERIROPE LIMITED allergènes, voir les ingrédients en gras. ©2015 HERBALIFE LOO5OF R-05 SK Uo050",en:celery,,"E1400 - Dextrin,E466 - Sodium carboxy methyl cellulose,E551 - Silicon dioxide,E570 - Fatty acids",,,,,,PENDING
00000172,mélange vegan pour boisson proteinee,Isolat de proteïnes de soja,,,,,,,,,PENDING
00000184,Melody,"INGRÉDIENTS (3 gélules) : hydrolysats de collagène marin désodorisés (poisson) 900 mg, tunique d'origine végétale : hydroxypropylméthylcellulose, extrait de fruits d'acérola (Malpighia glabra) (240 mg) standardisée en vitamine C (60 mg, 75% des VNR*) (maltodextrine), D-alpha-tocophérol (Soja) (équivalent en vitamine E : 12 mg, 100% des VNR*), extrait de riz, B-carotène de Blakeslea trispora (0,72 mg de béta-carotène équivalent en vitamine A: 120 µg, 15% des VNR*). *Valeurs Nutrutionnels de Références. Origine végétale.","en:fish,en:soybeans",,E464 - Hydroxypropyl methyl cellulose,,,,,,PENDING
00000197,,"wheat flour, calcium, iron, niacin, b3, thiamin, b1, wholemeal wheat flour, water, yeast, salt, vinegar, e472e, e481, vegetable oils, rapeseed, sustainable palm, soya flour, calcium propionate, added to inhibit mould growth, ascorbic acid, vitamin c.",,,"E282 - Calcium propionate,E472e - Mono- and diacetyltartaric acid esters of mono- and diglycerides of fatty acids,E481 - Sodium stearoyl-2-lactylate",,,,,,PENDING
00000251,Coq10 200mg,"Coenzyme Q10 (Ubiquinone), Omega-3, Sunflower Lecithin, PQQ (Pyrroloquinoline Quinone), Black Pepper Extract, Organic Olive Oil, Gelatin, Glycerin, Purified Water",,,"E322 - Lecithins,E322i - Lecithin,E422 - Glycerol,E428 - Gelatine",,,,,,PENDING
00000302,Coq10 300mg,"Coenzyme Q10, Sunflower Lecithin, PQQ, Organic Olive Oil, Gelatin, Glycerin, Purified Water",,,"E322 - Lecithins,E322i - Lecithin,E422 - Glycerol,E428 - Gelatine",,,,,,PENDING
00000365,Coffret Vendôme T2,"Sunflower Seed Oil, Gelatin, Glycerin, Sunflower Lecithin Oil, Water, Beeswax, Alpha Tocopheryl Acetate, Riboflavin, Titanium Dioxide",,,"E171 - Titanium dioxide,E422 - Glycerol,E428 - Gelatine,E901 - White and yellow beeswax",,,,,,PENDING
00000680,Lomo ibérico de bellota,"enriched wheat flour (flour, malted alue barley flour, reduced iron, niacin, thiamin mononitrate owvitamin b1), riboflavin (vitamin b2), folic acidj, water, in whole wheat flour, sugar, yeast, wheat gluten, cellulose fiber, calcium sulfate, salt, soybean oil, preservatives (calcium propionate, sorbic acid), soy flour, monoglycerides, datem, citric acid, soy lecithin, vitamin d3, potassium iodate, grain vine - gar, monocalcium phosphate. contains wheat, soy. r17-212-202308 79423","en:gluten,en:soybeans",,"E200 - Sorbic acid,E282 - Calcium propionate,E322 - Lecithins,E322i - Lecithin,E330 - Citric acid,E341 - Calcium phosphates,E341i - Monocalcium phosphate,E472e - Mono- and diacetyltartaric acid esters of mono- and diglycerides of fatty acids",,,,,,PENDING
